-0.1,-0.018968,-0.017747,-0.019975,-0.018267,-0.018267,-0.019384
-0.08,-0.01533,-0.014082,-0.01598,-0.014666,-0.014666,-0.015557
-0.06,-0.011616,-0.010427,-0.011985,-0.011039,-0.011039,-0.011706
-0.04,-0.0078245,-0.0071239,-0.0079899,-0.0073867,-0.0073867,-0.0078302
-0.02,-0.0039532,-0.0037766,-0.003995,-0.0037071,-0.0037071,-0.0039284
0,0,0,0,0,0,0
0.02,0.0040375,0.0042821,0.003995,0.0037356,0.0037356,0.0039557
0.04,0.0081616,0.0077891,0.0079899,0.0075005,0.0075005,0.0079397
0.06,0.012375,0.011977,0.011985,0.011296,0.011296,0.011953
0.08,0.01668,0.016008,0.01598,0.015122,0.015122,0.015996
0.1,0.021079,0.01967,0.019975,0.018981,0.018981,0.02007
