-0.1,-0.72714,-0.72717,-0.7998,-0.79986,-0.79986,-0.79982
-0.08,-0.59248,-0.59251,-0.63984,-0.63989,-0.63989,-0.63985
-0.06,-0.45274,-0.45276,-0.47988,-0.47992,-0.47992,-0.47989
-0.04,-0.30763,-0.30764,-0.31992,-0.31994,-0.31994,-0.31993
-0.02,-0.15683,-0.15684,-0.15996,-0.15997,-0.15997,-0.15996
0,0,0,0,0,0,0
0.02,0.16322,0.16324,0.15996,0.15997,0.15997,0.15996
0.04,0.33324,0.33327,0.31992,0.31994,0.31994,0.31992
0.06,0.51049,0.51053,0.47988,0.47992,0.47992,0.47989
0.08,0.69543,0.6955,0.63984,0.63989,0.63989,0.63985
0.1,0.88858,0.88868,0.7998,0.79986,0.79986,0.79981
