-0.1,-1.8544e-05,-5.7418e-06,-1.7113e-05,-5.6538e-06,-1.6561e-05
-0.09,-1.6554e-05,-5.1343e-06,-1.5401e-05,-5.0617e-06,-1.4867e-05
-0.08,-1.4595e-05,-4.5345e-06,-1.369e-05,-4.4759e-06,-1.3182e-05
-0.07,-1.2668e-05,-3.9424e-06,-1.1979e-05,-3.8961e-06,-1.1505e-05
-0.06,-1.0771e-05,-3.3577e-06,-1.0268e-05,-3.3223e-06,-9.8372e-06
-0.05,-8.9036e-06,-2.7804e-06,-8.5564e-06,-2.7544e-06,-8.1774e-06
-0.04,-7.066e-06,-2.2104e-06,-6.8451e-06,-2.1923e-06,-6.526e-06
-0.03,-5.2574e-06,-1.6474e-06,-5.1338e-06,-1.6359e-06,-4.8826e-06
-0.02,-3.4771e-06,-1.0915e-06,-3.4225e-06,-1.0851e-06,-3.2472e-06
-0.01,-1.7248e-06,-5.4235e-07,-1.7113e-06,-5.3981e-07,-1.6197e-06
0,0,0,0,0,0
0.01,1.6979e-06,5.3571e-07,1.7113e-06,5.3443e-07,1.6121e-06
0.02,3.3692e-06,1.0649e-06,3.4225e-06,1.0636e-06,3.2166e-06
0.03,5.0145e-06,1.5877e-06,5.1338e-06,1.5875e-06,4.8138e-06
0.04,6.6342e-06,2.1041e-06,6.8451e-06,2.1063e-06,6.4036e-06
0.05,8.2287e-06,2.6144e-06,8.5564e-06,2.62e-06,7.9862e-06
0.06,9.7985e-06,3.1185e-06,1.0268e-05,3.1288e-06,9.5617e-06
0.07,1.1344e-05,3.6166e-06,1.1979e-05,3.6326e-06,1.113e-05
0.08,1.2866e-05,4.1089e-06,1.369e-05,4.1316e-06,1.2692e-05
0.09,1.4364e-05,4.5953e-06,1.5401e-05,4.6258e-06,1.4247e-05
0.1,1.5839e-05,5.076e-06,1.7113e-05,5.1153e-06,1.5795e-05
