-0.1,0.030945,0.029105,0.030401,0.02858,0.02858,0.030292
-0.08,0.024667,0.023205,0.024321,0.022868,0.022868,0.024237
-0.06,0.018435,0.017351,0.018241,0.017154,0.017154,0.01818
-0.04,0.012246,0.011526,0.01216,0.011438,0.011438,0.012122
-0.02,0.0061016,0.0057431,0.0060802,0.00572,0.00572,0.0060616
0,0,0,0,0,0,0
0.02,-0.006059,-0.0057096,-0.0060802,-0.005722,-0.005722,-0.0060632
0.04,-0.012076,-0.011379,-0.01216,-0.011446,-0.011446,-0.012128
0.06,-0.018051,-0.017017,-0.018241,-0.017172,-0.017172,-0.018194
0.08,-0.023985,-0.022612,-0.024321,-0.0229,-0.0229,-0.024262
0.1,-0.029878,-0.028181,-0.030401,-0.02863,-0.02863,-0.030332
