0,0,0,0,8.2769e-18,8.2769e-18,8.2769e-18
0.01,0.0020344,0.002408,0.0020344,0.002408,0.0020344,0.0021416
0.02,0.0040688,0.0048159,0.0040688,0.0048159,0.0040688,0.0042833
0.03,0.0061032,0.0072239,0.0061032,0.0072239,0.0061032,0.0064249
0.04,0.0081377,0.0096318,0.0081377,0.0096318,0.0081377,0.0085665
0.05,0.010172,0.01204,0.010172,0.01204,0.010172,0.010708
0.06,0.012206,0.014448,0.012206,0.014448,0.012206,0.01285
0.07,0.014241,0.016856,0.014241,0.016856,0.014241,0.014991
0.08,0.016275,0.019264,0.016275,0.019264,0.016275,0.017133
0.09,0.01831,0.021672,0.01831,0.021672,0.01831,0.019275
0.1,0.020344,0.02408,0.020344,0.02408,0.020344,0.021416
