-0.1,-0.36309,-0.35947,-0.36309,-0.35947,-0.36309,-0.36287
-0.08,-0.29047,-0.28757,-0.29047,-0.28757,-0.29047,-0.29029
-0.06,-0.21785,-0.21568,-0.21785,-0.21568,-0.21785,-0.21772
-0.04,-0.14524,-0.14379,-0.14524,-0.14379,-0.14524,-0.14515
-0.02,-0.072618,-0.071893,-0.072618,-0.071893,-0.072618,-0.072573
0,0,0,0,0,0,0
0.02,0.072618,0.071893,0.072618,0.071893,0.072618,0.072573
0.04,0.14524,0.14379,0.14524,0.14379,0.14524,0.14515
0.06,0.21785,0.21568,0.21785,0.21568,0.21785,0.21772
0.08,0.29047,0.28757,0.29047,0.28757,0.29047,0.29029
0.1,0.36309,0.35947,0.36309,0.35947,0.36309,0.36287
