-0.1,0.076672,0.078032,0.069934,0.070952
-0.09,0.068348,0.069528,0.062941,0.063844
-0.08,0.06018,0.061192,0.055947,0.056739
-0.07,0.052165,0.053019,0.048954,0.049637
-0.06,0.044299,0.045004,0.041961,0.042538
-0.05,0.036576,0.037142,0.034967,0.035442
-0.04,0.028994,0.029431,0.027974,0.028348
-0.03,0.021549,0.021865,0.02098,0.021257
-0.02,0.014238,0.01444,0.013987,0.014169
-0.01,0.0070556,0.007153,0.0069934,0.0070833
0,0,0,0,0
0.01,-0.0069324,-0.0070226,-0.0069934,-0.007081
0.02,-0.013745,-0.013918,-0.013987,-0.01416
0.03,-0.02044,-0.02069,-0.02098,-0.021236
0.04,-0.027021,-0.027342,-0.027974,-0.02831
0.05,-0.033491,-0.033877,-0.034967,-0.035383
0.06,-0.039852,-0.040297,-0.041961,-0.042453
0.07,-0.046108,-0.046607,-0.048954,-0.049521
0.08,-0.05226,-0.052808,-0.055947,-0.056587
0.09,-0.058311,-0.058903,-0.062941,-0.063652
0.1,-0.064264,-0.064896,-0.069934,-0.070714
