-0.1,-3.852e-05,-1.6659e-05,-3.3152e-05,-1.567e-05
-0.09,-3.4138e-05,-1.4827e-05,-2.9837e-05,-1.4029e-05
-0.08,-2.9883e-05,-1.3036e-05,-2.6521e-05,-1.2405e-05
-0.07,-2.5752e-05,-1.1282e-05,-2.3206e-05,-1.0798e-05
-0.06,-2.1742e-05,-9.566e-06,-1.9891e-05,-9.208e-06
-0.05,-1.7847e-05,-7.8862e-06,-1.6576e-05,-7.634e-06
-0.04,-1.4066e-05,-6.2419e-06,-1.3261e-05,-6.076e-06
-0.03,-1.0394e-05,-4.632e-06,-9.9455e-06,-4.5339e-06
-0.02,-6.8274e-06,-3.0556e-06,-6.6304e-06,-3.0073e-06
-0.01,-3.3639e-06,-1.5119e-06,-3.3152e-06,-1.4961e-06
0,0,0,0,0
0.01,3.2674e-06,1.481e-06,3.3152e-06,1.4812e-06
0.02,6.4413e-06,2.9318e-06,6.6304e-06,2.9478e-06
0.03,9.5244e-06,4.3532e-06,9.9455e-06,4.3999e-06
0.04,1.252e-05,5.7461e-06,1.3261e-05,5.8378e-06
0.05,1.5429e-05,7.111e-06,1.6576e-05,7.2616e-06
0.06,1.8257e-05,8.4488e-06,1.9891e-05,8.6716e-06
0.07,2.1004e-05,9.7601e-06,2.3206e-05,1.0068e-05
0.08,2.3673e-05,1.1046e-05,2.6521e-05,1.1451e-05
0.09,2.6267e-05,1.2306e-05,2.9837e-05,1.2821e-05
0.1,2.8787e-05,1.3542e-05,3.3152e-05,1.4177e-05
