-0.1,-0.20269,-0.20097,-0.2062,-0.20424,-0.20443,-0.20594
-0.08,-0.16271,-0.16129,-0.16496,-0.16339,-0.16354,-0.16475
-0.06,-0.12245,-0.12136,-0.12372,-0.12254,-0.12265,-0.12356
-0.04,-0.081914,-0.081167,-0.082481,-0.08169,-0.081767,-0.082371
-0.02,-0.041098,-0.040717,-0.041241,-0.040844,-0.040882,-0.041185
0,0,0,0,0,0,0
0.02,0.041384,0.04098,0.041241,0.040842,0.04088,0.041183
0.04,0.083057,0.082231,0.082481,0.081682,0.081759,0.082365
0.06,0.12502,0.12376,0.12372,0.12252,0.12264,0.12355
0.08,0.16728,0.16555,0.16496,0.16336,0.16351,0.16472
0.1,0.20984,0.20763,0.2062,0.20419,0.20438,0.2059
