0,0,0,0,8.2769e-18,8.2769e-18,8.2769e-18
0.01,0.00046296,0.00047014,0.00046394,0.00046133,0.00046133,0.00055487
0.02,0.00092395,0.00093556,0.00092789,0.00091362,0.00091362,0.0010976
0.03,0.001383,0.0013938,0.0013918,0.0013571,0.0013571,0.0016286
0.04,0.0018401,0.00185,0.0018558,0.0017921,0.0017921,0.0021481
0.05,0.0022953,0.0023135,0.0023197,0.0022188,0.0022188,0.0026565
0.06,0.0027486,0.0027683,0.0027837,0.0026374,0.0026374,0.0031541
0.07,0.0032,0.0032227,0.0032476,0.0030483,0.0030483,0.0036412
0.08,0.0036495,0.0036841,0.0037115,0.0034515,0.0034515,0.0041181
0.09,0.0040972,0.0041356,0.0041755,0.0038473,0.0038473,0.0045851
0.1,0.004543,0.0045858,0.0046394,0.0042359,0.0042359,0.0050425
