-0.1,-0.32676,-0.39353,-0.32188,-0.42882
-0.09,-0.29364,-0.35339,-0.28969,-0.3817
-0.08,-0.26062,-0.31342,-0.2575,-0.3356
-0.07,-0.22769,-0.27364,-0.22531,-0.29049
-0.06,-0.19487,-0.23403,-0.19313,-0.24634
-0.05,-0.16215,-0.1946,-0.16094,-0.20313
-0.04,-0.12952,-0.15534,-0.12875,-0.16081
-0.03,-0.096996,-0.11626,-0.096563,-0.11936
-0.02,-0.064567,-0.077338,-0.064375,-0.078763
-0.01,-0.032235,-0.038587,-0.032188,-0.038984
0,0,0,0,0
0.01,0.03214,0.038424,0.032188,0.038212
0.02,0.064185,0.076687,0.064375,0.075674
0.03,0.096136,0.11479,0.096563,0.11241
0.04,0.12799,0.15274,0.12875,0.14844
0.05,0.15976,0.19053,0.16094,0.18378
0.06,0.19143,0.22817,0.19313,0.21846
0.07,0.22301,0.26566,0.22531,0.25248
0.08,0.2545,0.303,0.2575,0.28588
0.09,0.2859,0.34019,0.28969,0.31866
0.1,0.31721,0.37723,0.32188,0.35085
