0,0,0,0,0,0,0
0.01,6.6123e-05,5.7674e-05,6.6505e-05,5.6896e-05,5.6896e-05,6.4229e-05
0.02,0.00013149,0.00011462,0.00013301,0.00011268,0.00011268,0.00012731
0.03,0.00019612,0.00017101,0.00019951,0.00016737,0.00016737,0.00018929
0.04,0.00026002,0.00022667,0.00026602,0.00022102,0.00022102,0.00025019
0.05,0.0003232,0.00028179,0.00033252,0.00027364,0.00027364,0.00031004
0.06,0.00038567,0.00033621,0.00039903,0.00032527,0.00032527,0.00036887
0.07,0.00044745,0.00039004,0.00046553,0.00037594,0.00037594,0.00042672
0.08,0.00050855,0.00044327,0.00053204,0.00042566,0.00042566,0.0004836
0.09,0.00056898,0.00049608,0.00059854,0.00047448,0.00047448,0.00053955
0.1,0.00062875,0.00054809,0.00066505,0.00052241,0.00052241,0.00059459
