-0.1,-0.63929,-0.63234,-0.63929,-0.63234
-0.09,-0.57536,-0.56911,-0.57536,-0.56911
-0.08,-0.51143,-0.50587,-0.51143,-0.50587
-0.07,-0.4475,-0.44264,-0.4475,-0.44264
-0.06,-0.38357,-0.37941,-0.38357,-0.37941
-0.05,-0.31964,-0.31617,-0.31964,-0.31617
-0.04,-0.25571,-0.25294,-0.25571,-0.25294
-0.03,-0.19179,-0.1897,-0.19179,-0.1897
-0.02,-0.12786,-0.12647,-0.12786,-0.12647
-0.01,-0.063929,-0.063234,-0.063929,-0.063234
0,0,0,0,0
0.01,0.063929,0.063234,0.063929,0.063234
0.02,0.12786,0.12647,0.12786,0.12647
0.03,0.19179,0.1897,0.19179,0.1897
0.04,0.25571,0.25294,0.25571,0.25294
0.05,0.31964,0.31617,0.31964,0.31617
0.06,0.38357,0.37941,0.38357,0.37941
0.07,0.4475,0.44264,0.4475,0.44264
0.08,0.51143,0.50587,0.51143,0.50587
0.09,0.57536,0.56911,0.57536,0.56911
0.1,0.63929,0.63234,0.63929,0.63234
