-0.1,-0.39998,-0.39998,-0.39998,-0.39998,-0.39998,-0.39998
-0.08,-0.31998,-0.31998,-0.31998,-0.31998,-0.31998,-0.31998
-0.06,-0.23999,-0.23999,-0.23999,-0.23999,-0.23999,-0.23999
-0.04,-0.15999,-0.15999,-0.15999,-0.15999,-0.15999,-0.15999
-0.02,-0.079995,-0.079995,-0.079995,-0.079995,-0.079995,-0.079995
0,0,0,0,0,0,0
0.02,0.079995,0.079995,0.079995,0.079995,0.079995,0.079995
0.04,0.15999,0.15999,0.15999,0.15999,0.15999,0.15999
0.06,0.23999,0.23999,0.23999,0.23999,0.23999,0.23999
0.08,0.31998,0.31998,0.31998,0.31998,0.31998,0.31998
0.1,0.39998,0.39998,0.39998,0.39998,0.39998,0.39998
