-0.1,-1.6494e-05,-2.5708e-06,-1.5318e-05,-2.5929e-06,-1.4411e-05
-0.09,-1.4733e-05,-2.2899e-06,-1.3786e-05,-2.3083e-06,-1.2946e-05
-0.08,-1.2998e-05,-2.0145e-06,-1.2254e-05,-2.0294e-06,-1.1486e-05
-0.07,-1.1289e-05,-1.7445e-06,-1.0722e-05,-1.7563e-06,-1.0032e-05
-0.06,-9.6043e-06,-1.4798e-06,-9.1905e-06,-1.4888e-06,-8.583e-06
-0.05,-7.9445e-06,-1.2204e-06,-7.6588e-06,-1.2269e-06,-7.1396e-06
-0.04,-6.3089e-06,-9.6625e-07,-6.127e-06,-9.7052e-07,-5.7015e-06
-0.03,-4.697e-06,-7.1718e-07,-4.5953e-06,-7.197e-07,-4.2685e-06
-0.02,-3.1085e-06,-4.7317e-07,-3.0635e-06,-4.7437e-07,-2.8407e-06
-0.01,-1.5429e-06,-2.3413e-07,-1.5318e-06,-2.3448e-07,-1.4179e-06
0,0,0,0,0,0
0.01,1.5207e-06,2.2929e-07,1.5318e-06,2.2911e-07,1.413e-06
0.02,3.0196e-06,4.538e-07,3.0635e-06,4.5288e-07,2.8213e-06
0.03,4.4969e-06,6.736e-07,4.5953e-06,6.7135e-07,4.2248e-06
0.04,5.9531e-06,8.8875e-07,6.127e-06,8.8454e-07,5.6238e-06
0.05,7.3885e-06,1.0993e-06,7.6588e-06,1.0925e-06,7.0182e-06
0.06,8.8035e-06,1.3054e-06,9.1905e-06,1.2952e-06,8.4081e-06
0.07,1.0198e-05,1.5069e-06,1.0722e-05,1.4928e-06,9.7937e-06
0.08,1.1573e-05,1.7041e-06,1.2254e-05,1.6851e-06,1.1175e-05
0.09,1.2929e-05,1.8969e-06,1.3786e-05,1.8724e-06,1.2552e-05
0.1,1.4265e-05,2.0855e-06,1.5318e-05,2.0545e-06,1.3925e-05
