-0.1,-0.030694,-0.049371,-0.03045,-0.053635,-0.053635,-0.035443
-0.08,-0.024514,-0.039339,-0.02436,-0.042076,-0.042076,-0.027689
-0.06,-0.018355,-0.029389,-0.01827,-0.030956,-0.030956,-0.020287
-0.04,-0.012217,-0.019519,-0.01218,-0.020252,-0.020252,-0.013216
-0.02,-0.0060992,-0.0097225,-0.0060899,-0.0099405,-0.0099405,-0.0064598
0,0,0,0,0,0,0
0.02,0.0060809,0.0096526,0.0060899,0.0095889,0.0095889,0.0061787
0.04,0.012144,0.019231,0.01218,0.018845,0.018845,0.012091
0.06,0.018191,0.028744,0.01827,0.027784,0.027784,0.01775
0.08,0.024221,0.038189,0.02436,0.036424,0.036424,0.02317
0.1,0.030235,0.047568,0.03045,0.044778,0.044778,0.028361
