-0.1,0.39952,0.39517,0.36301,0.35941,0.35941,0.3629
-0.08,0.31331,0.30996,0.29041,0.28753,0.28753,0.29031
-0.06,0.23044,0.22802,0.2178,0.21565,0.21565,0.21772
-0.04,0.15071,0.14916,0.1452,0.14376,0.14376,0.14514
-0.02,0.073952,0.073206,0.072601,0.071882,0.071882,0.072565
0,0,0,0,0,0,0
0.02,-0.071299,-0.070606,-0.072601,-0.071882,-0.071882,-0.072558
0.04,-0.14009,-0.13875,-0.1452,-0.14376,-0.14376,-0.14511
0.06,-0.20649,-0.20455,-0.2178,-0.21565,-0.21565,-0.21765
0.08,-0.27064,-0.26814,-0.29041,-0.28753,-0.28753,-0.29019
0.1,-0.33265,-0.32963,-0.36301,-0.35941,-0.35941,-0.36272
