-0.1,-0.00061641,-0.0006164,-0.00061641,-0.0006164
-0.09,-0.00055477,-0.00055476,-0.00055477,-0.00055476
-0.08,-0.00049313,-0.00049312,-0.00049313,-0.00049312
-0.07,-0.00043149,-0.00043148,-0.00043149,-0.00043148
-0.06,-0.00036984,-0.00036984,-0.00036984,-0.00036984
-0.05,-0.0003082,-0.0003082,-0.0003082,-0.0003082
-0.04,-0.00024656,-0.00024656,-0.00024656,-0.00024656
-0.03,-0.00018492,-0.00018492,-0.00018492,-0.00018492
-0.02,-0.00012328,-0.00012328,-0.00012328,-0.00012328
-0.01,-6.1641e-05,-6.164e-05,-6.1641e-05,-6.164e-05
0,0,0,0,0
0.01,6.1641e-05,6.164e-05,6.1641e-05,6.164e-05
0.02,0.00012328,0.00012328,0.00012328,0.00012328
0.03,0.00018492,0.00018492,0.00018492,0.00018492
0.04,0.00024656,0.00024656,0.00024656,0.00024656
0.05,0.0003082,0.0003082,0.0003082,0.0003082
0.06,0.00036984,0.00036984,0.00036984,0.00036984
0.07,0.00043149,0.00043148,0.00043149,0.00043148
0.08,0.00049313,0.00049312,0.00049313,0.00049312
0.09,0.00055477,0.00055476,0.00055477,0.00055476
0.1,0.00061641,0.0006164,0.00061641,0.0006164
