0,0,0,0,0,0,0,0
0.005,-0.00039207,-0.00040082,-0.00039243,-0.00039001,-0.00039001,-0.00039018,-0.00031221
0.01,-0.00078345,-0.00079993,-0.00078485,-0.00077999,-0.00077999,-0.00078034,-0.0006244
0.015,-0.0011741,-0.0011772,-0.0011773,-0.00117,-0.00117,-0.0011705,-0.00093656
0.02,-0.0015641,-0.001579,-0.0015697,-0.0015599,-0.0015599,-0.0015606,-0.0012487
0.025,-0.0019534,-0.0019509,-0.0019621,-0.0019498,-0.0019498,-0.0019507,-0.0015608
0.03,-0.0023419,-0.0023385,-0.0023546,-0.0023397,-0.0023397,-0.0023408,-0.0018729
0.035,-0.0027298,-0.0027142,-0.002747,-0.0027295,-0.0027295,-0.0027308,-0.0021849
0.04,-0.003117,-0.0031055,-0.0031394,-0.0031194,-0.0031194,-0.0031209,-0.002497
0.045,-0.0035035,-0.0034945,-0.0035318,-0.0035092,-0.0035092,-0.0035109,-0.002809
0.05,-0.0038894,-0.0038628,-0.0039243,-0.003899,-0.003899,-0.0039009,-0.0031209
0.055,-0.0042745,-0.0042647,-0.0043167,-0.0042887,-0.0042887,-0.0042908,-0.0034329
0.06,-0.004659,-0.0046466,-0.0047091,-0.0046785,-0.0046785,-0.0046808,-0.0037448
0.065,-0.0050427,-0.0050264,-0.0051015,-0.0050682,-0.0050682,-0.0050707,-0.0040567
0.07,-0.0054258,-0.005404,-0.005494,-0.0054578,-0.0054578,-0.0054606,-0.0043686
0.075,-0.0058083,-0.0057884,-0.0058864,-0.0058475,-0.0058475,-0.0058505,-0.0046805
0.08,-0.00619,-0.0061526,-0.0062788,-0.0062371,-0.0062371,-0.0062404,-0.0049923
0.085,-0.0065711,-0.006533,-0.0066712,-0.0066268,-0.0066268,-0.0066303,-0.0053041
0.09,-0.0069515,-0.0069288,-0.0070637,-0.0070163,-0.0070163,-0.0070201,-0.0056159
0.095,-0.0073312,-0.0073054,-0.0074561,-0.0074059,-0.0074059,-0.0074099,-0.0059276
0.1,-0.0077103,-0.0076716,-0.0078485,-0.0077954,-0.0077954,-0.0077997,-0.0062394
