0,0,0,0,0,0,0,0
0.005,0.018155,0.017973,0.018155,0.017973,0.018155,0.018148,0.018155
0.01,0.036309,0.035947,0.036309,0.035947,0.036309,0.036295,0.036309
0.015,0.054464,0.05392,0.054464,0.05392,0.054464,0.054443,0.054464
0.02,0.072618,0.071893,0.072618,0.071893,0.072618,0.072591,0.072618
0.025,0.090773,0.089867,0.090773,0.089867,0.090773,0.090738,0.090773
0.03,0.10893,0.10784,0.10893,0.10784,0.10893,0.10889,0.10893
0.035,0.12708,0.12581,0.12708,0.12581,0.12708,0.12703,0.12708
0.04,0.14524,0.14379,0.14524,0.14379,0.14524,0.14518,0.14524
0.045,0.16339,0.16176,0.16339,0.16176,0.16339,0.16333,0.16339
0.05,0.18155,0.17973,0.18155,0.17973,0.18155,0.18148,0.18155
0.055,0.1997,0.19771,0.1997,0.19771,0.1997,0.19962,0.1997
0.06,0.21785,0.21568,0.21785,0.21568,0.21785,0.21777,0.21785
0.065,0.23601,0.23365,0.23601,0.23365,0.23601,0.23592,0.23601
0.07,0.25416,0.25163,0.25416,0.25163,0.25416,0.25407,0.25416
0.075,0.27232,0.2696,0.27232,0.2696,0.27232,0.27222,0.27232
0.08,0.29047,0.28757,0.29047,0.28757,0.29047,0.29036,0.29047
0.085,0.30863,0.30555,0.30863,0.30555,0.30863,0.30851,0.30863
0.09,0.32678,0.32352,0.32678,0.32352,0.32678,0.32666,0.32678
0.095,0.34494,0.34149,0.34494,0.34149,0.34494,0.34481,0.34494
0.1,0.36309,0.35947,0.36309,0.35947,0.36309,0.36295,0.36309
