0,0,0,0,0,0,0,0
0.005,0.00015093,0.00014974,0.00015093,0.00014971,0.00015093,0.00014971,0.00015093
0.01,0.00030185,0.00029948,0.00030185,0.00029942,0.00030185,0.00029942,0.00030185
0.015,0.00045278,0.00044922,0.00045278,0.00044912,0.00045278,0.00044912,0.00045278
0.02,0.00060371,0.00059897,0.00060371,0.00059883,0.00060371,0.00059883,0.00060371
0.025,0.00075463,0.00074871,0.00075463,0.00074854,0.00075463,0.00074854,0.00075463
0.03,0.00090556,0.00089845,0.00090556,0.00089825,0.00090556,0.00089825,0.00090556
0.035,0.0010565,0.0010482,0.0010565,0.001048,0.0010565,0.001048,0.0010565
0.04,0.0012074,0.0011979,0.0012074,0.0011977,0.0012074,0.0011977,0.0012074
0.045,0.0013583,0.0013477,0.0013583,0.0013474,0.0013583,0.0013474,0.0013583
0.05,0.0015093,0.0014974,0.0015093,0.0014971,0.0015093,0.0014971,0.0015093
0.055,0.0016602,0.0016472,0.0016602,0.0016468,0.0016602,0.0016468,0.0016602
0.06,0.0018111,0.0017969,0.0018111,0.0017965,0.0018111,0.0017965,0.0018111
0.065,0.001962,0.0019466,0.001962,0.0019462,0.001962,0.0019462,0.001962
0.07,0.002113,0.0020964,0.002113,0.0020959,0.002113,0.0020959,0.002113
0.075,0.0022639,0.0022461,0.0022639,0.0022456,0.0022639,0.0022456,0.0022639
0.08,0.0024148,0.0023959,0.0024148,0.0023953,0.0024148,0.0023953,0.0024148
0.085,0.0025658,0.0025456,0.0025658,0.002545,0.0025658,0.002545,0.0025658
0.09,0.0027167,0.0026953,0.0027167,0.0026947,0.0027167,0.0026947,0.0027167
0.095,0.0028676,0.0028451,0.0028676,0.0028444,0.0028676,0.0028444,0.0028676
0.1,0.0030185,0.0029948,0.0030185,0.0029942,0.0030185,0.0029942,0.0030185
