-0.1,0.036564,0.032559,0.035885,0.032144,0.032144,0.035896,0.034403
-0.08,0.029141,0.025965,0.028708,0.025706,0.025706,0.028708,0.027513
-0.06,0.021774,0.019437,0.021531,0.019272,0.019272,0.021524,0.020627
-0.04,0.014461,0.012914,0.014354,0.012844,0.012844,0.014345,0.013747
-0.02,0.0072038,0.0064479,0.0071771,0.0064196,0.0064196,0.0071702,0.0068711
0,0,0,0,0,0,0,0
0.02,-0.0071505,-0.0064034,-0.0071771,-0.006415,-0.006415,-0.0071658,-0.0068664
0.04,-0.014248,-0.01276,-0.014354,-0.012826,-0.012826,-0.014327,-0.013728
0.06,-0.021294,-0.019078,-0.021531,-0.019232,-0.019232,-0.021484,-0.020585
0.08,-0.028289,-0.025372,-0.028708,-0.025634,-0.025634,-0.028637,-0.027438
0.1,-0.035232,-0.031629,-0.035885,-0.032031,-0.032031,-0.035786,-0.034286
