-0.1,-0.023401,-0.023193,-0.023401,-0.02317,-0.023401,-0.02317,-0.023401
-0.08,-0.018721,-0.018554,-0.018721,-0.018536,-0.018721,-0.018536,-0.018721
-0.06,-0.01404,-0.013916,-0.01404,-0.013902,-0.01404,-0.013902,-0.01404
-0.04,-0.0093603,-0.0092772,-0.0093603,-0.0092679,-0.0093603,-0.0092679,-0.0093603
-0.02,-0.0046802,-0.0046386,-0.0046802,-0.004634,-0.0046802,-0.004634,-0.0046802
0,0,0,0,0,0,0,0
0.02,0.0046802,0.0046386,0.0046802,0.004634,0.0046802,0.004634,0.0046802
0.04,0.0093603,0.0092772,0.0093603,0.0092679,0.0093603,0.0092679,0.0093603
0.06,0.01404,0.013916,0.01404,0.013902,0.01404,0.013902,0.01404
0.08,0.018721,0.018554,0.018721,0.018536,0.018721,0.018536,0.018721
0.1,0.023401,0.023193,0.023401,0.02317,0.023401,0.02317,0.023401
