-0.1,-0.0024879,-0.00081567,-0.0024879,-0.00081567
-0.09,-0.0022391,-0.00073411,-0.0022391,-0.00073411
-0.08,-0.0019903,-0.00065254,-0.0019903,-0.00065254
-0.07,-0.0017415,-0.00057097,-0.0017415,-0.00057097
-0.06,-0.0014927,-0.0004894,-0.0014927,-0.0004894
-0.05,-0.0012439,-0.00040784,-0.0012439,-0.00040784
-0.04,-0.00099516,-0.00032627,-0.00099516,-0.00032627
-0.03,-0.00074637,-0.0002447,-0.00074637,-0.0002447
-0.02,-0.00049758,-0.00016313,-0.00049758,-0.00016313
-0.01,-0.00024879,-8.1567e-05,-0.00024879,-8.1567e-05
0,0,0,0,0
0.01,0.00024879,8.1567e-05,0.00024879,8.1567e-05
0.02,0.00049758,0.00016313,0.00049758,0.00016313
0.03,0.00074637,0.0002447,0.00074637,0.0002447
0.04,0.00099516,0.00032627,0.00099516,0.00032627
0.05,0.0012439,0.00040784,0.0012439,0.00040784
0.06,0.0014927,0.0004894,0.0014927,0.0004894
0.07,0.0017415,0.00057097,0.0017415,0.00057097
0.08,0.0019903,0.00065254,0.0019903,0.00065254
0.09,0.0022391,0.00073411,0.0022391,0.00073411
0.1,0.0024879,0.00081567,0.0024879,0.00081567
