-0.1,0.010353,-0.0020801,0.0099178,-0.0016213,-0.0016213,0.0095879,-0.0013596
-0.08,0.0082092,-0.0015751,0.0079342,-0.0012719,-0.0012719,0.0076624,-0.0010666
-0.06,0.0061034,-0.0011044,0.0059507,-0.00093576,-0.00093576,0.005741,-0.0007847
-0.04,0.0040341,-0.00068431,0.0039671,-0.00061219,-0.00061219,0.0038237,-0.00051337
-0.02,0.0020001,-0.00032191,0.0019836,-0.00030049,-0.00030049,0.0019101,-0.00025198
0,0,0,0,0,0,0,0
0.02,-0.0019674,0.00025716,-0.0019836,0.00028986,0.00028986,-0.0019067,0.00024307
0.04,-0.0039034,0.00049223,-0.0039671,0.00056965,0.00056965,-0.0038102,0.00047769
0.06,-0.005809,0.00067386,-0.0059507,0.00083988,0.00083988,-0.0057107,0.00070429
0.08,-0.0076853,0.00083851,-0.0079342,0.001101,0.001101,-0.0076082,0.00092329
0.1,-0.0095335,0.0009503,-0.0099178,0.0013536,0.0013536,-0.0095031,0.0011351
