-0.1,-0.20269,-0.20114,-0.2062,-0.20444,-0.20451,-0.20612,-0.20451
-0.08,-0.16271,-0.16143,-0.16496,-0.16355,-0.1636,-0.16489,-0.16361
-0.06,-0.12245,-0.12146,-0.12372,-0.12266,-0.1227,-0.12367,-0.1227
-0.04,-0.081914,-0.081246,-0.082481,-0.08177,-0.081797,-0.082444,-0.0818
-0.02,-0.041098,-0.04077,-0.041241,-0.040884,-0.040898,-0.041221,-0.040899
0,0,0,0,0,0,0,0
0.02,0.041384,0.040995,0.041241,0.040882,0.040896,0.04122,0.040897
0.04,0.083057,0.082295,0.082481,0.081762,0.081789,0.082438,0.081792
0.06,0.12502,0.12386,0.12372,0.12264,0.12268,0.12365,0.12268
0.08,0.16728,0.16569,0.16496,0.16352,0.16357,0.16487,0.16358
0.1,0.20984,0.20778,0.2062,0.20439,0.20446,0.20608,0.20446
