-0.1,-0.13818,-0.17476,-0.14083,-0.19657
-0.09,-0.12462,-0.15739,-0.12675,-0.17497
-0.08,-0.11099,-0.14,-0.11266,-0.15383
-0.07,-0.097312,-0.12258,-0.098582,-0.13316
-0.06,-0.083573,-0.10514,-0.084499,-0.11292
-0.05,-0.069778,-0.08767,-0.070415,-0.09311
-0.04,-0.055928,-0.07018,-0.056332,-0.073712
-0.03,-0.042023,-0.052668,-0.042249,-0.054714
-0.02,-0.028067,-0.035134,-0.028166,-0.036104
-0.01,-0.014058,-0.017577,-0.014083,-0.01787
0,0,0,0,0
0.01,0.014107,0.017598,0.014083,0.017516
0.02,0.028263,0.035217,0.028166,0.034688
0.03,0.042465,0.052856,0.042249,0.051527
0.04,0.056714,0.070514,0.056332,0.068042
0.05,0.071007,0.088192,0.070415,0.084243
0.06,0.085344,0.10589,0.084499,0.10014
0.07,0.099724,0.1236,0.098582,0.11574
0.08,0.11415,0.14134,0.11266,0.13104
0.09,0.12861,0.15909,0.12675,0.14607
0.1,0.14311,0.17685,0.14083,0.16083
