-0.1,0.19976,0.19757,0.1815,0.17969,0.18123
-0.09,0.17799,0.17606,0.16335,0.16172,0.16311
-0.08,0.15665,0.15497,0.1452,0.14375,0.14498
-0.07,0.13573,0.13429,0.12705,0.12578,0.12685
-0.06,0.11522,0.114,0.1089,0.10782,0.10873
-0.05,0.095095,0.094102,0.090752,0.089846,0.090606
-0.04,0.075355,0.074575,0.072601,0.071877,0.072483
-0.03,0.055985,0.055411,0.054451,0.053908,0.054361
-0.02,0.036976,0.0366,0.036301,0.035938,0.03624
-0.01,0.018318,0.018133,0.01815,0.017969,0.01812
0,0,0,0,0,0
0.01,-0.017986,-0.017808,-0.01815,-0.017969,-0.018119
0.02,-0.03565,-0.0353,-0.036301,-0.035939,-0.036237
0.03,-0.052999,-0.052485,-0.054451,-0.053908,-0.054354
0.04,-0.070043,-0.069369,-0.072601,-0.071877,-0.07247
0.05,-0.08679,-0.085962,-0.090752,-0.089846,-0.090586
0.06,-0.10325,-0.10227,-0.1089,-0.10782,-0.1087
0.07,-0.11942,-0.1183,-0.12705,-0.12578,-0.12682
0.08,-0.13532,-0.13406,-0.1452,-0.14375,-0.14493
0.09,-0.15095,-0.14956,-0.16335,-0.16172,-0.16304
0.1,-0.16632,-0.1648,-0.1815,-0.17969,-0.18115
