-0.1,-0.36309,-0.35947,-0.36309,-0.35947,-0.36309,-0.36295,-0.36309
-0.08,-0.29047,-0.28757,-0.29047,-0.28757,-0.29047,-0.29036,-0.29047
-0.06,-0.21785,-0.21568,-0.21785,-0.21568,-0.21785,-0.21777,-0.21785
-0.04,-0.14524,-0.14379,-0.14524,-0.14379,-0.14524,-0.14518,-0.14524
-0.02,-0.072618,-0.071893,-0.072618,-0.071893,-0.072618,-0.072591,-0.072618
0,0,0,0,0,0,0,0
0.02,0.072618,0.071893,0.072618,0.071893,0.072618,0.072591,0.072618
0.04,0.14524,0.14379,0.14524,0.14379,0.14524,0.14518,0.14524
0.06,0.21785,0.21568,0.21785,0.21568,0.21785,0.21777,0.21785
0.08,0.29047,0.28757,0.29047,0.28757,0.29047,0.29036,0.29047
0.1,0.36309,0.35947,0.36309,0.35947,0.36309,0.36295,0.36309
