-0.1,0.0027136,0.0029408,0.0022341,0.0025434
-0.09,0.0023937,0.0025925,0.0020107,0.0022758
-0.08,0.0020857,0.0022575,0.0017873,0.0020114
-0.07,0.0017892,0.0019353,0.0015639,0.0017501
-0.06,0.0015038,0.0016255,0.0013405,0.0014919
-0.05,0.0012289,0.0013275,0.0011171,0.0012365
-0.04,0.0009643,0.0010409,0.00089366,0.00098389
-0.03,0.00070945,0.00076526,0.00067024,0.00073403
-0.02,0.00046402,0.00050016,0.00044683,0.00048682
-0.01,0.00022766,0.0002452,0.00022341,0.00024217
0,0,0,0,0
0.01,-0.00021928,-0.00023583,-0.00022341,-0.00023976
0.02,-0.00043051,-0.00046263,-0.00044683,-0.00047718
0.03,-0.00063399,-0.00068076,-0.00067024,-0.00071232
0.04,-0.00083001,-0.00089055,-0.00089366,-0.00094526
0.05,-0.0010189,-0.0010923,-0.0011171,-0.0011761
0.06,-0.0012008,-0.0012863,-0.0013405,-0.0014048
0.07,-0.0013762,-0.001473,-0.0015639,-0.0016315
0.08,-0.0015451,-0.0016525,-0.0017873,-0.0018562
0.09,-0.0017079,-0.0018251,-0.0020107,-0.002079
0.1,-0.0018648,-0.0019911,-0.0022341,-0.0023
