-0.1,-0.321,-0.36458,-0.321,-0.36458
-0.09,-0.2889,-0.32812,-0.2889,-0.32812
-0.08,-0.2568,-0.29167,-0.2568,-0.29167
-0.07,-0.2247,-0.25521,-0.2247,-0.25521
-0.06,-0.1926,-0.21875,-0.1926,-0.21875
-0.05,-0.1605,-0.18229,-0.1605,-0.18229
-0.04,-0.1284,-0.14583,-0.1284,-0.14583
-0.03,-0.096301,-0.10937,-0.096301,-0.10937
-0.02,-0.064201,-0.072916,-0.064201,-0.072916
-0.01,-0.0321,-0.036458,-0.0321,-0.036458
0,0,0,0,0
0.01,0.0321,0.036458,0.0321,0.036458
0.02,0.064201,0.072916,0.064201,0.072916
0.03,0.096301,0.10937,0.096301,0.10937
0.04,0.1284,0.14583,0.1284,0.14583
0.05,0.1605,0.18229,0.1605,0.18229
0.06,0.1926,0.21875,0.1926,0.21875
0.07,0.2247,0.25521,0.2247,0.25521
0.08,0.2568,0.29167,0.2568,0.29167
0.09,0.2889,0.32812,0.2889,0.32812
0.1,0.321,0.36458,0.321,0.36458
