-0.1,0.09954,0.10145,0.090547,0.09257
-0.09,0.088708,0.090365,0.081493,0.083243
-0.08,0.078086,0.079505,0.072438,0.073933
-0.07,0.067667,0.068864,0.063383,0.06464
-0.06,0.057447,0.058436,0.054328,0.055362
-0.05,0.047419,0.048214,0.045274,0.0461
-0.04,0.03758,0.038192,0.036219,0.036852
-0.03,0.027923,0.028365,0.027164,0.027618
-0.02,0.018444,0.018728,0.018109,0.018399
-0.01,0.0091375,0.0092744,0.0090547,0.009193
0,0,0,0,0
0.01,-0.0089734,-0.0091003,-0.0090547,-0.0091803
0.02,-0.017787,-0.018031,-0.018109,-0.018348
0.03,-0.026445,-0.026797,-0.027164,-0.027504
0.04,-0.03495,-0.035403,-0.036219,-0.036649
0.05,-0.043308,-0.043853,-0.045274,-0.045782
0.06,-0.051522,-0.052151,-0.054328,-0.054904
0.07,-0.059595,-0.060301,-0.063383,-0.064016
0.08,-0.067531,-0.068307,-0.072438,-0.073117
0.09,-0.075333,-0.076173,-0.081493,-0.082208
0.1,-0.083005,-0.083902,-0.090547,-0.09129
