-0.1,-0.0067145,-0.0062952,-0.0062959,-0.0064947
-0.09,-0.0060031,-0.0056232,-0.0056663,-0.005781
-0.08,-0.005301,-0.0049613,-0.0050367,-0.0050828
-0.07,-0.0046081,-0.0043091,-0.0044071,-0.0043997
-0.06,-0.0039242,-0.0036664,-0.0037775,-0.003731
-0.05,-0.0032491,-0.0030332,-0.003148,-0.0030765
-0.04,-0.0025827,-0.002409,-0.0025184,-0.0024355
-0.03,-0.0019247,-0.0017938,-0.0018888,-0.0018078
-0.02,-0.0012751,-0.0011874,-0.0012592,-0.0011929
-0.01,-0.00063353,-0.00058949,-0.00062959,-0.00059043
0,0,0,0,0
0.01,0.0006257,0.00058128,0.00062959,0.00057874
0.02,0.0012437,0.0011545,0.0012592,0.0011461
0.03,0.0018542,0.0017199,0.0018888,0.0017025
0.04,0.0024572,0.0022775,0.0025184,0.0022482
0.05,0.003053,0.0028276,0.003148,0.0027835
0.06,0.0036417,0.0033703,0.0037775,0.0033086
0.07,0.0042233,0.0039057,0.0044071,0.003824
0.08,0.0047981,0.004434,0.0050367,0.0043298
0.09,0.0053661,0.0049553,0.0056663,0.0048264
0.1,0.0059275,0.0054698,0.0062959,0.0053139
