-0.1,0.042747,0.02133,0.039239,0.021677
-0.09,0.038131,0.01913,0.035315,0.019295
-0.08,0.033596,0.017116,0.031391,0.016965
-0.07,0.029141,0.014574,0.027467,0.014685
-0.06,0.024762,0.012195,0.023543,0.012453
-0.05,0.020458,0.010316,0.019619,0.010268
-0.04,0.016228,0.0082241,0.015695,0.008129
-0.03,0.012069,0.0061686,0.011772,0.0060339
-0.02,0.0079786,0.0040053,0.0078477,0.0039816
-0.01,0.0039563,0.0022243,0.0039239,0.0019707
0,0,0,0,0
0.01,-0.0038919,-0.0018056,-0.0039239,-0.0019316
0.02,-0.0077211,-0.0036573,-0.0078477,-0.0038254
0.03,-0.011489,-0.0055331,-0.011772,-0.0056824
0.04,-0.015197,-0.0078619,-0.015695,-0.0075037
0.05,-0.018847,-0.0095494,-0.019619,-0.0092903
0.06,-0.02244,-0.011561,-0.023543,-0.011043
0.07,-0.025977,-0.013108,-0.027467,-0.012763
0.08,-0.02946,-0.014806,-0.031391,-0.014452
0.09,-0.032889,-0.016582,-0.035315,-0.016109
0.1,-0.036267,-0.018414,-0.039239,-0.017736
