-0.1,-0.16364,-0.15975,-0.16364,-0.15975,-0.16301
-0.09,-0.14727,-0.14377,-0.14727,-0.14377,-0.14671
-0.08,-0.13091,-0.1278,-0.13091,-0.1278,-0.13041
-0.07,-0.11455,-0.11182,-0.11455,-0.11182,-0.11411
-0.06,-0.098182,-0.09585,-0.098182,-0.09585,-0.097804
-0.05,-0.081818,-0.079875,-0.081818,-0.079875,-0.081504
-0.04,-0.065455,-0.0639,-0.065455,-0.0639,-0.065203
-0.03,-0.049091,-0.047925,-0.049091,-0.047925,-0.048902
-0.02,-0.032727,-0.03195,-0.032727,-0.03195,-0.032601
-0.01,-0.016364,-0.015975,-0.016364,-0.015975,-0.016301
0,0,0,0,0,0
0.01,0.016364,0.015975,0.016364,0.015975,0.016301
0.02,0.032727,0.03195,0.032727,0.03195,0.032601
0.03,0.049091,0.047925,0.049091,0.047925,0.048902
0.04,0.065455,0.0639,0.065455,0.0639,0.065203
0.05,0.081818,0.079875,0.081818,0.079875,0.081504
0.06,0.098182,0.09585,0.098182,0.09585,0.097804
0.07,0.11455,0.11182,0.11455,0.11182,0.11411
0.08,0.13091,0.1278,0.13091,0.1278,0.13041
0.09,0.14727,0.14377,0.14727,0.14377,0.14671
0.1,0.16364,0.15975,0.16364,0.15975,0.16301
