0,0,0,0,0,0,0
0.01,0.00036442,0.00036412,0.00036442,0.00036412,0.00036442,0.00036412
0.02,0.00072885,0.00072824,0.00072885,0.00072824,0.00072885,0.00072824
0.03,0.0010933,0.0010924,0.0010933,0.0010924,0.0010933,0.0010924
0.04,0.0014577,0.0014565,0.0014577,0.0014565,0.0014577,0.0014565
0.05,0.0018221,0.0018206,0.0018221,0.0018206,0.0018221,0.0018206
0.06,0.0021865,0.0021847,0.0021865,0.0021847,0.0021865,0.0021847
0.07,0.002551,0.0025489,0.002551,0.0025489,0.002551,0.0025489
0.08,0.0029154,0.002913,0.0029154,0.002913,0.0029154,0.002913
0.09,0.0032798,0.0032771,0.0032798,0.0032771,0.0032798,0.0032771
0.1,0.0036442,0.0036412,0.0036442,0.0036412,0.0036442,0.0036412
