0,0,0,0,0,0,0
0.01,-0.00092571,-0.00098494,-0.0009383,-0.00099805,-0.00099805,-0.00093598
0.02,-0.0018267,-0.0019426,-0.0018766,-0.0019873,-0.0019873,-0.0018646
0.03,-0.0027037,-0.0028778,-0.0028149,-0.0029681,-0.0029681,-0.0027861
0.04,-0.0035574,-0.0037841,-0.0037532,-0.0039406,-0.0039406,-0.0037006
0.05,-0.0043884,-0.0046659,-0.0046915,-0.0049051,-0.0049051,-0.0046083
0.06,-0.0051974,-0.0055274,-0.0056298,-0.0058618,-0.0058618,-0.0055095
0.07,-0.0059849,-0.0063638,-0.0065681,-0.0068109,-0.0068109,-0.0064044
0.08,-0.0067517,-0.0071793,-0.0075064,-0.0077527,-0.0077527,-0.007293
0.09,-0.0074982,-0.0079692,-0.0084447,-0.0086872,-0.0086872,-0.0081756
0.1,-0.008225,-0.0087411,-0.009383,-0.0096148,-0.0096148,-0.0090523
