-0.1,-0.2,-0.2,-0.2,-0.2
-0.09,-0.18,-0.18,-0.18,-0.18
-0.08,-0.16,-0.16,-0.16,-0.16
-0.07,-0.14,-0.14,-0.14,-0.14
-0.06,-0.12,-0.12,-0.12,-0.12
-0.05,-0.1,-0.1,-0.1,-0.1
-0.04,-0.08,-0.08,-0.08,-0.08
-0.03,-0.06,-0.06,-0.06,-0.06
-0.02,-0.04,-0.04,-0.04,-0.04
-0.01,-0.02,-0.02,-0.02,-0.02
0,0,0,0,0
0.01,0.02,0.02,0.02,0.02
0.02,0.04,0.04,0.04,0.04
0.03,0.06,0.06,0.06,0.06
0.04,0.08,0.08,0.08,0.08
0.05,0.1,0.1,0.1,0.1
0.06,0.12,0.12,0.12,0.12
0.07,0.14,0.14,0.14,0.14
0.08,0.16,0.16,0.16,0.16
0.09,0.18,0.18,0.18,0.18
0.1,0.2,0.2,0.2,0.2
