-0.1,-0.00078004,-0.0004479,-0.00073336,-0.00047026
-0.09,-0.0006976,-0.00040024,-0.00066003,-0.00041858
-0.08,-0.00061619,-0.00035326,-0.00058669,-0.00036803
-0.07,-0.0005358,-0.00030694,-0.00051335,-0.00031856
-0.06,-0.00045641,-0.00026126,-0.00044002,-0.00027015
-0.05,-0.000378,-0.00021622,-0.00036668,-0.00022275
-0.04,-0.00030054,-0.00017179,-0.00029334,-0.00017635
-0.03,-0.00022403,-0.00012796,-0.00022001,-0.0001309
-0.02,-0.00014845,-8.4731e-05,-0.00014667,-8.6374e-05
-0.01,-7.3778e-05,-4.2081e-05,-7.3336e-05,-4.2751e-05
0,0,0,0,0
0.01,7.2899e-05,4.1523e-05,7.3336e-05,4.1904e-05
0.02,0.00014494,8.2498e-05,0.00014667,8.2987e-05
0.03,0.00021612,0.00012294,0.00022001,0.00012327
0.04,0.00028648,0.00016285,0.00029334,0.00016278
0.05,0.00035601,0.00020225,0.00036668,0.00020154
0.06,0.00042474,0.00024114,0.00044002,0.00023957
0.07,0.00049268,0.00027954,0.00051335,0.00027688
0.08,0.00055984,0.00031745,0.00058669,0.00031351
0.09,0.00062623,0.00035488,0.00066003,0.00034946
0.1,0.00069187,0.00039184,0.00073336,0.00038476
