-0.1,-0.15038,-0.14754,-0.16259,-0.15916,-0.16224
-0.09,-0.13637,-0.13376,-0.14633,-0.14324,-0.14602
-0.08,-0.12214,-0.11978,-0.13007,-0.12733,-0.1298
-0.07,-0.1077,-0.10559,-0.11381,-0.11141,-0.11358
-0.06,-0.093025,-0.091189,-0.097553,-0.095495,-0.097362
-0.05,-0.078125,-0.076567,-0.081294,-0.079579,-0.081139
-0.04,-0.062992,-0.061721,-0.065036,-0.063663,-0.064914
-0.03,-0.047618,-0.046647,-0.048777,-0.047747,-0.048688
-0.02,-0.031999,-0.031339,-0.032518,-0.031831,-0.03246
-0.01,-0.016128,-0.015792,-0.016259,-0.015916,-0.016231
0,0,0,0,0,0
0.01,0.016392,0.016042,0.016259,0.015916,0.016233
0.02,0.033054,0.03234,0.032518,0.031831,0.032467
0.03,0.049992,0.0489,0.048777,0.047747,0.048704
0.04,0.067215,0.065729,0.065036,0.063663,0.064942
0.05,0.084728,0.082832,0.081294,0.079579,0.081182
0.06,0.10254,0.10022,0.097553,0.095494,0.097423
0.07,0.12066,0.11789,0.11381,0.11141,0.11367
0.08,0.13909,0.13586,0.13007,0.12733,0.12991
0.09,0.15784,0.15413,0.14633,0.14324,0.14616
0.1,0.17692,0.17272,0.16259,0.15916,0.16241
