0,0,0,0,0,0,0
0.01,-0.027409,-0.025786,-0.027595,-0.025945,-0.025945,-0.027454
0.02,-0.054452,-0.051257,-0.05519,-0.051892,-0.051892,-0.0549
0.03,-0.081135,-0.076419,-0.082785,-0.077839,-0.077839,-0.082339
0.04,-0.10747,-0.10128,-0.11038,-0.10379,-0.10379,-0.10977
0.05,-0.13345,-0.12584,-0.13797,-0.12973,-0.12973,-0.1372
0.06,-0.1591,-0.1501,-0.16557,-0.15568,-0.15568,-0.16462
0.07,-0.18441,-0.17408,-0.19316,-0.18163,-0.18163,-0.19203
0.08,-0.2094,-0.19778,-0.22076,-0.20758,-0.20758,-0.21943
0.09,-0.23407,-0.2212,-0.24835,-0.23353,-0.23353,-0.24683
0.1,-0.25843,-0.24434,-0.27595,-0.25949,-0.25949,-0.27422
