-0.1,-0.11352,-0.11352,-0.11352,-0.11352
-0.09,-0.10216,-0.10216,-0.10216,-0.10216
-0.08,-0.090813,-0.090813,-0.090813,-0.090813
-0.07,-0.079461,-0.079461,-0.079461,-0.079461
-0.06,-0.06811,-0.06811,-0.06811,-0.06811
-0.05,-0.056758,-0.056758,-0.056758,-0.056758
-0.04,-0.045406,-0.045406,-0.045406,-0.045406
-0.03,-0.034055,-0.034055,-0.034055,-0.034055
-0.02,-0.022703,-0.022703,-0.022703,-0.022703
-0.01,-0.011352,-0.011352,-0.011352,-0.011352
0,0,0,0,0
0.01,0.011352,0.011352,0.011352,0.011352
0.02,0.022703,0.022703,0.022703,0.022703
0.03,0.034055,0.034055,0.034055,0.034055
0.04,0.045406,0.045406,0.045406,0.045406
0.05,0.056758,0.056758,0.056758,0.056758
0.06,0.06811,0.06811,0.06811,0.06811
0.07,0.079461,0.079461,0.079461,0.079461
0.08,0.090813,0.090813,0.090813,0.090813
0.09,0.10216,0.10216,0.10216,0.10216
0.1,0.11352,0.11352,0.11352,0.11352
